datetime,timestamp,cpu_cu,pixel_x
2026-02-02 02:47:59,1769996879,0.0238,78.126
2026-02-02 02:48:19,1769996899,0.0238,78.336
2026-02-02 02:48:40,1769996920,0.0228,78.547
2026-02-02 02:49:00,1769996940,0.0228,78.757
2026-02-02 02:49:19,1769996959,0.0228,78.967
2026-02-02 02:49:39,1769996979,0.023,79.177
2026-02-02 02:50:00,1769997000,0.023,79.388
2026-02-02 02:50:19,1769997019,0.023,79.598
2026-02-02 02:50:39,1769997039,0.023,79.808
2026-02-02 02:51:00,1769997060,0.023,80.019
2026-02-02 02:51:20,1769997080,0.023,80.229
2026-02-02 02:51:39,1769997099,0.0228,80.439
2026-02-02 02:51:59,1769997119,0.0228,80.649
2026-02-02 02:52:20,1769997140,0.0228,80.86
2026-02-02 02:52:40,1769997160,0.0238,81.07
2026-02-02 02:52:59,1769997179,0.0238,81.28
2026-02-02 02:53:19,1769997199,0.0238,81.49
2026-02-02 02:53:40,1769997220,0.0227,81.701
2026-02-02 02:54:00,1769997240,0.0227,81.911
2026-02-02 02:54:19,1769997259,0.0227,82.121
2026-02-02 02:54:39,1769997279,0.0233,82.331
2026-02-02 02:55:00,1769997300,0.0233,82.542
2026-02-02 02:55:19,1769997319,0.0233,82.752
2026-02-02 02:55:39,1769997339,0.022,82.962
2026-02-02 02:56:00,1769997360,0.022,83.173
2026-02-02 02:56:20,1769997380,0.022,83.383
2026-02-02 02:56:39,1769997399,0.0223,83.593
2026-02-02 02:56:59,1769997419,0.0225,83.803
2026-02-02 02:57:20,1769997440,0.0227,84.014
2026-02-02 02:57:40,1769997460,0.023,84.224
2026-02-02 02:57:59,1769997479,0.023,84.434
2026-02-02 02:58:19,1769997499,0.023,84.644
2026-02-02 02:58:40,1769997520,0.023,84.855
2026-02-02 02:59:00,1769997540,0.023,85.065
2026-02-02 02:59:19,1769997559,0.023,85.275
2026-02-02 02:59:39,1769997579,0.0305,85.485
2026-02-02 03:00:00,1769997600,0.0305,85.696
2026-02-02 03:00:20,1769997620,0.0305,85.906
2026-02-02 03:00:39,1769997639,0.0299,86.116
2026-02-02 03:01:00,1769997660,0.0288,86.327
2026-02-02 03:01:20,1769997680,0.0278,86.537
2026-02-02 03:01:39,1769997699,0.0253,86.747
2026-02-02 03:01:59,1769997719,0.0242,86.957
2026-02-02 03:02:20,1769997740,0.0231,87.168
2026-02-02 03:02:40,1769997760,0.0222,87.378
2026-02-02 03:02:59,1769997779,0.0222,87.588
2026-02-02 03:03:19,1769997799,0.0222,87.798
2026-02-02 03:03:40,1769997820,0.0233,88.009
2026-02-02 03:04:00,1769997840,0.0233,88.219
2026-02-02 03:04:19,1769997859,0.0233,88.429
2026-02-02 03:04:39,1769997879,0.0218,88.639
2026-02-02 03:05:00,1769997900,0.0218,88.85
2026-02-02 03:05:20,1769997920,0.0218,89.06
2026-02-02 03:05:39,1769997939,0.0228,89.27
2026-02-02 03:06:00,1769997960,0.0228,89.481
2026-02-02 03:06:20,1769997980,0.0228,89.691
2026-02-02 03:06:39,1769997999,0.0225,89.901
2026-02-02 03:06:59,1769998019,0.0225,90.111
