datetime,timestamp,inserted,updated,deleted,pixel_x
2026-02-02 01:23:40,1769991820,0,0,0,40.198
2026-02-02 01:23:59,1769991839,0,0,0,40.482
2026-02-02 01:24:20,1769991860,0,0,0,40.767
2026-02-02 01:24:39,1769991879,0,0,0,41.051
2026-02-02 01:25:00,1769991900,0,0,0,41.336
2026-02-02 01:25:19,1769991919,0,0,0,41.62
2026-02-02 01:25:40,1769991940,0,0,0,41.905
2026-02-02 01:25:59,1769991959,0,0,0,42.189
2026-02-02 01:26:20,1769991980,0,0,0,42.474
2026-02-02 01:26:39,1769991999,0,0,0,42.758
2026-02-02 01:27:00,1769992020,0,0,0,43.043
2026-02-02 01:27:19,1769992039,0,0,0,43.327
2026-02-02 01:27:40,1769992060,0,0,0,43.612
2026-02-02 01:27:59,1769992079,0,0,0,43.896
2026-02-02 01:28:20,1769992100,0,0,0,44.181
2026-02-02 01:28:39,1769992119,0,0,0,44.465
2026-02-02 01:29:00,1769992140,0,0,0,44.75
2026-02-02 01:29:19,1769992159,0,0,0,45.034
2026-02-02 01:29:39,1769992179,0,0,0,45.318
2026-02-02 01:30:00,1769992200,0,0,0,45.603
2026-02-02 01:30:19,1769992219,0,0,0,45.887
2026-02-02 01:30:40,1769992240,0,3.0,0,46.172
2026-02-02 01:30:59,1769992259,0,3.0,0,46.456
2026-02-02 01:31:20,1769992280,0,3.0,0,46.741
2026-02-02 01:31:39,1769992299,0,0,0,47.025
2026-02-02 01:32:00,1769992320,0,0,0,47.31
2026-02-02 01:32:19,1769992339,0,0,0,47.594
2026-02-02 01:32:40,1769992360,0,0,0,47.879
2026-02-02 01:32:59,1769992379,0,0,0,48.163
2026-02-02 01:33:20,1769992400,0,0,0,48.448
2026-02-02 01:33:39,1769992419,0,0,0,48.732
2026-02-02 01:34:00,1769992440,0,0,0,49.017
2026-02-02 01:34:19,1769992459,0,0,0,49.301
2026-02-02 01:34:40,1769992480,0,0,0,49.586
2026-02-02 01:34:59,1769992499,0,0,0,49.87
2026-02-02 01:35:20,1769992520,0,0,0,50.155
2026-02-02 01:35:39,1769992539,0,0,0,50.439
2026-02-02 01:36:00,1769992560,0,0,0,50.724
2026-02-02 01:36:19,1769992579,0,0,0,51.008
2026-02-02 01:36:40,1769992600,0,0,0,51.293
2026-02-02 01:37:00,1769992620,0,0,0,51.577
2026-02-02 01:37:19,1769992639,0,0,0,51.861
2026-02-02 01:37:40,1769992660,0,0,0,52.146
2026-02-02 01:37:59,1769992679,0,0,0,52.43
2026-02-02 01:38:20,1769992700,0,0,0,52.715
2026-02-02 01:38:39,1769992719,0,0,0,52.999
2026-02-02 01:39:00,1769992740,0,0,0,53.284
2026-02-02 01:39:19,1769992759,0,0,0,53.568
2026-02-02 01:39:40,1769992780,0,0,0,53.853
2026-02-02 01:39:59,1769992799,0,0,0,54.137
2026-02-02 01:40:20,1769992820,0,0,0,54.422
2026-02-02 01:40:39,1769992839,0,3.0,0,54.706
2026-02-02 01:41:00,1769992860,0,3.0,0,54.991
2026-02-02 01:41:19,1769992879,0,3.0,0,55.275
2026-02-02 01:41:40,1769992900,0,0,0,55.56
2026-02-02 01:41:59,1769992919,0,0,0,55.844
2026-02-02 01:42:20,1769992940,0,0,0,56.129
2026-02-02 01:42:39,1769992959,0,0,0,56.413
2026-02-02 01:43:00,1769992980,0,0,0,56.698
2026-02-02 01:43:19,1769992999,0,0,0,56.982
2026-02-02 01:43:40,1769993020,0,0,0,57.267
2026-02-02 01:43:59,1769993039,0,0,0,57.551
2026-02-02 01:44:19,1769993059,0,0,0,57.835
2026-02-02 01:44:40,1769993080,0,0,0,58.12
2026-02-02 01:44:59,1769993099,0,0,0,58.404
2026-02-02 01:45:20,1769993120,0,0,0,58.689
2026-02-02 01:45:39,1769993139,0,0,0,58.973
2026-02-02 01:46:00,1769993160,0,0,0,59.258
2026-02-02 01:46:19,1769993179,0,0,0,59.542
2026-02-02 01:46:40,1769993200,0,0,0,59.827
2026-02-02 01:46:59,1769993219,0,0,0,60.111
2026-02-02 01:47:20,1769993240,0,0,0,60.396
2026-02-02 01:47:39,1769993259,0,0,0,60.68
2026-02-02 01:48:00,1769993280,0,0,0,60.965
2026-02-02 01:48:19,1769993299,0,0,0,61.249
2026-02-02 01:48:40,1769993320,0,0,0,61.534
2026-02-02 01:48:59,1769993339,0,0,0,61.818
2026-02-02 01:49:20,1769993360,0,0,0,62.103
2026-02-02 01:49:39,1769993379,0,0,0,62.387
2026-02-02 01:50:00,1769993400,0,0,0,62.672
2026-02-02 01:50:19,1769993419,0,0,0,62.956
2026-02-02 01:50:40,1769993440,0,3.0,0,63.241
2026-02-02 01:50:59,1769993459,0,3.0,0,63.525
2026-02-02 01:51:20,1769993480,0,3.0,0,63.81
2026-02-02 01:51:39,1769993499,0,0,0,64.094
2026-02-02 01:51:59,1769993519,0,0,0,64.378
2026-02-02 01:52:20,1769993540,0,0,0,64.663
2026-02-02 01:52:39,1769993559,0,0,0,64.947
2026-02-02 01:53:00,1769993580,0,0,0,65.232
2026-02-02 01:53:19,1769993599,0,0,0,65.516
2026-02-02 01:53:40,1769993620,0,0,0,65.801
2026-02-02 01:53:59,1769993639,0,0,0,66.085
2026-02-02 01:54:20,1769993660,0,0,0,66.37
2026-02-02 01:54:39,1769993679,0,0,0,66.654
2026-02-02 01:55:00,1769993700,0,0,0,66.939
2026-02-02 01:55:19,1769993719,0,0,0,67.223
2026-02-02 01:55:40,1769993740,0,0,0,67.508
2026-02-02 01:55:59,1769993759,0,0,0,67.792
2026-02-02 01:56:20,1769993780,0,0,0,68.077
2026-02-02 01:56:39,1769993799,0,0,0,68.361
2026-02-02 01:57:00,1769993820,0,0,0,68.646
2026-02-02 01:57:19,1769993839,0,0,0,68.93
2026-02-02 01:57:40,1769993860,0,0,0,69.215
2026-02-02 01:57:59,1769993879,0,0,0,69.499
2026-02-02 01:58:20,1769993900,0,0,0,69.784
2026-02-02 01:58:39,1769993919,0,0,0,70.068
2026-02-02 01:59:00,1769993940,0,0,0,70.353
2026-02-02 01:59:20,1769993960,0,0,0,70.637
2026-02-02 01:59:39,1769993979,0,0,0,70.921
2026-02-02 02:00:00,1769994000,0,0,0,71.206
2026-02-02 02:00:19,1769994019,0,0,0,71.49
2026-02-02 02:00:40,1769994040,0,3.0,0,71.775
2026-02-02 02:00:59,1769994059,0,3.0,0,72.059
2026-02-02 02:01:20,1769994080,0,3.0,0,72.344
2026-02-02 02:01:39,1769994099,0,0,0,72.628
2026-02-02 02:02:00,1769994120,0,0,0,72.913
2026-02-02 02:02:19,1769994139,0,0,0,73.197
2026-02-02 02:02:40,1769994160,0,0,0,73.482
2026-02-02 02:02:59,1769994179,0,0,0,73.766
2026-02-02 02:03:20,1769994200,0,0,0,74.051
2026-02-02 02:03:39,1769994219,0,0,0,74.335
2026-02-02 02:04:00,1769994240,0,0,0,74.62
2026-02-02 02:04:19,1769994259,0,0,0,74.904
2026-02-02 02:04:40,1769994280,0,0,0,75.189
2026-02-02 02:04:59,1769994299,0,0,0,75.473
2026-02-02 02:05:20,1769994320,0,0,0,75.758
2026-02-02 02:05:39,1769994339,0,0,0,76.042
2026-02-02 02:06:00,1769994360,0,0,0,76.327
2026-02-02 02:06:19,1769994379,0,0,0,76.611
2026-02-02 02:06:39,1769994399,0,0,0,76.895
2026-02-02 02:07:00,1769994420,0,0,0,77.18
2026-02-02 02:07:19,1769994439,0,0,0,77.464
2026-02-02 02:07:40,1769994460,0,0,0,77.749
2026-02-02 02:07:59,1769994479,0,0,0,78.033
2026-02-02 02:08:20,1769994500,0,0,0,78.318
2026-02-02 02:08:39,1769994519,0,0,0,78.602
2026-02-02 02:09:00,1769994540,0,0,0,78.887
2026-02-02 02:09:19,1769994559,0,0,0,79.171
2026-02-02 02:09:40,1769994580,0,0,0,79.456
2026-02-02 02:09:59,1769994599,0,0,0,79.74
2026-02-02 02:10:20,1769994620,0,0,0,80.025
2026-02-02 02:10:39,1769994639,0,3.0,0,80.309
2026-02-02 02:11:00,1769994660,0,3.0,0,80.594
2026-02-02 02:11:19,1769994679,0,3.0,0,80.878
2026-02-02 02:11:40,1769994700,0,0,0,81.163
2026-02-02 02:11:59,1769994719,0,0,0,81.447
2026-02-02 02:12:20,1769994740,0,0,0,81.732
2026-02-02 02:12:39,1769994759,0,0,0,82.016
2026-02-02 02:13:00,1769994780,0,0,0,82.301
2026-02-02 02:13:19,1769994799,0,0,0,82.585
2026-02-02 02:13:40,1769994820,0,0,0,82.87
2026-02-02 02:14:00,1769994840,0,0,0,83.154
2026-02-02 02:14:19,1769994859,0,0,0,83.438
2026-02-02 02:14:40,1769994880,0,0,0,83.723
2026-02-02 02:14:59,1769994899,0,0,0,84.007
2026-02-02 02:15:20,1769994920,0,0,0,84.292
2026-02-02 02:15:39,1769994939,0,0,0,84.576
2026-02-02 02:16:00,1769994960,0,0,0,84.861
2026-02-02 02:16:19,1769994979,0,0,0,85.145
2026-02-02 02:16:40,1769995000,0,0,0,85.43
2026-02-02 02:16:59,1769995019,0,0,0,85.714
2026-02-02 02:17:20,1769995040,0,0,0,85.999
2026-02-02 02:17:39,1769995059,0,0,0,86.283
2026-02-02 02:18:00,1769995080,0,0,0,86.568
2026-02-02 02:18:19,1769995099,0,0,0,86.852
2026-02-02 02:18:40,1769995120,0,0,0,87.137
2026-02-02 02:18:59,1769995139,0,0,0,87.421
2026-02-02 02:19:20,1769995160,0,0,0,87.706
2026-02-02 02:19:39,1769995179,0,0,0,87.99
2026-02-02 02:20:00,1769995200,0,0,0,88.275
2026-02-02 02:20:19,1769995219,0,0,0,88.559
2026-02-02 02:20:40,1769995240,0,3.0,0,88.844
2026-02-02 02:20:59,1769995259,0,3.0,0,89.128
2026-02-02 02:21:19,1769995279,0,3.0,0,89.412
2026-02-02 02:21:40,1769995300,0,0,0,89.697
2026-02-02 02:21:59,1769995319,0,0,0,89.981
2026-02-02 02:22:20,1769995340,0,0,0,90.266
2026-02-02 02:22:39,1769995359,0,0,0,90.55
2026-02-02 02:23:00,1769995380,0,0,0,90.835
2026-02-02 02:23:19,1769995399,0,0,0,91.119
2026-02-02 02:23:40,1769995420,0,0,0,91.404
2026-02-02 02:23:59,1769995439,0,0,0,91.688
2026-02-02 02:24:20,1769995460,0,0,0,91.973
2026-02-02 02:24:39,1769995479,0,0,0,92.257
2026-02-02 02:25:00,1769995500,0,0,0,92.542
2026-02-02 02:25:19,1769995519,0,0,0,92.826
2026-02-02 02:25:40,1769995540,0,0,0,93.111
2026-02-02 02:25:59,1769995559,0,0,0,93.395
2026-02-02 02:26:20,1769995580,0,0,0,93.68
2026-02-02 02:26:39,1769995599,0,0,0,93.964
2026-02-02 02:27:00,1769995620,0,0,0,94.249
2026-02-02 02:27:19,1769995639,0,0,0,94.533
2026-02-02 02:27:40,1769995660,0,0,0,94.818
2026-02-02 02:27:59,1769995679,0,0,0,95.102
2026-02-02 02:28:20,1769995700,0,0,0,95.387
2026-02-02 02:28:40,1769995720,0,0,0,95.671
2026-02-02 02:28:59,1769995739,0,0,0,95.955
2026-02-02 02:29:20,1769995760,0,0,0,96.24
2026-02-02 02:29:39,1769995779,0,0,0,96.524
2026-02-02 02:30:00,1769995800,0,0,0,96.809
2026-02-02 02:30:19,1769995819,0,0,0,97.093
2026-02-02 02:30:40,1769995840,0,3.0,0,97.378
2026-02-02 02:30:59,1769995859,0,3.0,0,97.662
2026-02-02 02:31:20,1769995880,0,3.0,0,97.947
2026-02-02 02:31:39,1769995899,0,0,0,98.231
2026-02-02 02:32:00,1769995920,0,0,0,98.516
2026-02-02 02:32:19,1769995939,0,0,0,98.8
2026-02-02 02:32:40,1769995960,0,0,0,99.085
2026-02-02 02:32:59,1769995979,0,0,0,99.369
2026-02-02 02:33:20,1769996000,0,0,0,99.654
2026-02-02 02:33:39,1769996019,0,0,0,99.938
2026-02-02 02:34:00,1769996040,0,0,0,100.223
2026-02-02 02:34:19,1769996059,0,0,0,100.507
2026-02-02 02:34:40,1769996080,0,0,0,100.792
2026-02-02 02:34:59,1769996099,0,0,0,101.076
2026-02-02 02:35:20,1769996120,0,0,0,101.361
2026-02-02 02:35:39,1769996139,0,0,0,101.645
2026-02-02 02:35:59,1769996159,0,0,0,101.929
2026-02-02 02:36:20,1769996180,0,0,0,102.214
2026-02-02 02:36:39,1769996199,0,0,0,102.498
2026-02-02 02:37:00,1769996220,0,0,0,102.783
2026-02-02 02:37:19,1769996239,0,0,0,103.067
2026-02-02 02:37:40,1769996260,0,0,0,103.352
2026-02-02 02:37:59,1769996279,0,0,0,103.636
2026-02-02 02:38:20,1769996300,0,0,0,103.921
2026-02-02 02:38:39,1769996319,0,0,0,104.205
2026-02-02 02:39:00,1769996340,0,0,0,104.49
2026-02-02 02:39:19,1769996359,0,0,0,104.774
2026-02-02 02:39:40,1769996380,0,0,0,105.059
2026-02-02 02:39:59,1769996399,0,0,0,105.343
2026-02-02 02:40:20,1769996420,0,0,0,105.628
2026-02-02 02:40:39,1769996439,0,3.0,0,105.912
2026-02-02 02:41:00,1769996460,0,3.0,0,106.197
2026-02-02 02:41:19,1769996479,0,3.0,0,106.481
2026-02-02 02:41:40,1769996500,0,0,0,106.766
2026-02-02 02:41:59,1769996519,0,0,0,107.05
2026-02-02 02:42:20,1769996540,0,0,0,107.335
2026-02-02 02:42:39,1769996559,0,0,0,107.619
2026-02-02 02:43:00,1769996580,0,0,0,107.904
2026-02-02 02:43:19,1769996599,0,0,0,108.188
2026-02-02 02:43:39,1769996619,0,0,0,108.472
2026-02-02 02:44:00,1769996640,0,0,0,108.757
2026-02-02 02:44:19,1769996659,0,0,0,109.041
2026-02-02 02:44:40,1769996680,0,0,0,109.326
2026-02-02 02:44:59,1769996699,0,0,0,109.61
2026-02-02 02:45:20,1769996720,0,0,0,109.895
2026-02-02 02:45:39,1769996739,0,0,0,110.179
2026-02-02 02:46:00,1769996760,0,0,0,110.464
2026-02-02 02:46:19,1769996779,0,0,0,110.748
2026-02-02 02:46:40,1769996800,0,0,0,111.033
2026-02-02 02:46:59,1769996819,0,0,0,111.317
2026-02-02 02:47:20,1769996840,0,0,0,111.602
2026-02-02 02:47:39,1769996859,0,0,0,111.886
2026-02-02 02:48:00,1769996880,0,0,0,112.171
2026-02-02 02:48:19,1769996899,0,0,0,112.455
2026-02-02 02:48:40,1769996920,0,0,0,112.74
2026-02-02 02:48:59,1769996939,0,0,0,113.024
2026-02-02 02:49:20,1769996960,0,0,0,113.309
2026-02-02 02:49:39,1769996979,0,0,0,113.593
2026-02-02 02:50:00,1769997000,0,0,0,113.878
2026-02-02 02:50:19,1769997019,0,0,0,114.162
2026-02-02 02:50:40,1769997040,0,3.0,0,114.447
2026-02-02 02:51:00,1769997060,0,3.0,0,114.731
2026-02-02 02:51:19,1769997079,0,3.0,0,115.015
2026-02-02 02:51:40,1769997100,0,0,0,115.3
2026-02-02 02:51:59,1769997119,0,0,0,115.584
2026-02-02 02:52:20,1769997140,0,0,0,115.869
2026-02-02 02:52:39,1769997159,0,0,0,116.153
2026-02-02 02:53:00,1769997180,0,0,0,116.438
2026-02-02 02:53:19,1769997199,0,0,0,116.722
2026-02-02 02:53:40,1769997220,0,0,0,117.007
2026-02-02 02:53:59,1769997239,0,0,0,117.291
2026-02-02 02:54:20,1769997260,0,0,0,117.576
2026-02-02 02:54:39,1769997279,0,0,0,117.86
2026-02-02 02:55:00,1769997300,0,0,0,118.145
2026-02-02 02:55:19,1769997319,0,0,0,118.429
2026-02-02 02:55:40,1769997340,0,0,0,118.714
2026-02-02 02:55:59,1769997359,0,0,0,118.998
2026-02-02 02:56:20,1769997380,0,0,0,119.283
2026-02-02 02:56:39,1769997399,0,0,0,119.567
2026-02-02 02:57:00,1769997420,0,0,0,119.852
2026-02-02 02:57:19,1769997439,0,0,0,120.136
2026-02-02 02:57:40,1769997460,0,0,0,120.421
2026-02-02 02:57:59,1769997479,0,0,0,120.705
2026-02-02 02:58:19,1769997499,0,0,0,120.989
2026-02-02 02:58:40,1769997520,0,0,0,121.274
2026-02-02 02:58:59,1769997539,0,0,0,121.558
2026-02-02 02:59:20,1769997560,0,0,0,121.843
2026-02-02 02:59:39,1769997579,0,0,0,122.127
2026-02-02 03:00:00,1769997600,0,0,0,122.412
2026-02-02 03:00:19,1769997619,0,0,0,122.696
2026-02-02 03:00:40,1769997640,0,3.0,0,122.981
2026-02-02 03:00:59,1769997659,0,3.0,0,123.265
2026-02-02 03:01:20,1769997680,0,3.0,0,123.55
2026-02-02 03:01:39,1769997699,0,0,0,123.834
2026-02-02 03:02:00,1769997720,0,0,0,124.119
2026-02-02 03:02:19,1769997739,0,0,0,124.403
2026-02-02 03:02:40,1769997760,0,0,0,124.688
2026-02-02 03:02:59,1769997779,0,0,0,124.972
2026-02-02 03:03:20,1769997800,0,0,0,125.257
2026-02-02 03:03:39,1769997819,0,0,0,125.541
2026-02-02 03:04:00,1769997840,0,0,0,125.826
2026-02-02 03:04:19,1769997859,0,0,0,126.11
2026-02-02 03:04:40,1769997880,0,0,0,126.395
2026-02-02 03:04:59,1769997899,0,0,0,126.679
2026-02-02 03:05:20,1769997920,0,0,0,126.964
2026-02-02 03:05:40,1769997940,0,0,0,127.248
2026-02-02 03:05:59,1769997959,0,0,0,127.532
2026-02-02 03:06:20,1769997980,0,0,0,127.817
2026-02-02 03:06:39,1769997999,0,0,0,128.101
2026-02-02 03:07:00,1769998020,0,0,0,128.386
2026-02-02 03:07:19,1769998039,0,0,0,128.67
2026-02-02 03:07:40,1769998060,0,0,0,128.955
2026-02-02 03:07:59,1769998079,0,0,0,129.239
2026-02-02 03:08:20,1769998100,0,0,0,129.524
2026-02-02 03:08:39,1769998119,0,0,0,129.808
2026-02-02 03:09:00,1769998140,0,0,0,130.093
2026-02-02 03:09:19,1769998159,0,0,0,130.377
2026-02-02 03:09:40,1769998180,0,0,0,130.662
2026-02-02 03:09:59,1769998199,0,0,0,130.946
2026-02-02 03:10:20,1769998220,0,0,0,131.231
2026-02-02 03:10:39,1769998239,0,3.0,0,131.515
2026-02-02 03:11:00,1769998260,0,3.0,0,131.8
2026-02-02 03:11:19,1769998279,0,3.0,0,132.084
2026-02-02 03:11:40,1769998300,0,0,0,132.369
2026-02-02 03:11:59,1769998319,0,0,0,132.653
2026-02-02 03:12:20,1769998340,0,0,0,132.938
2026-02-02 03:12:39,1769998359,0,0,0,133.222
2026-02-02 03:12:59,1769998379,0,0,0,133.506
2026-02-02 03:13:20,1769998400,0,0,0,133.791
2026-02-02 03:13:39,1769998419,0,0,0,134.075
2026-02-02 03:14:00,1769998440,0,0,0,134.36
2026-02-02 03:14:19,1769998459,0,0,0,134.644
2026-02-02 03:14:40,1769998480,0,0,0,134.929
2026-02-02 03:14:59,1769998499,0,0,0,135.213
2026-02-02 03:15:20,1769998520,0,0,0,135.498
2026-02-02 03:15:39,1769998539,0,0,0,135.782
2026-02-02 03:16:00,1769998560,0,0,0,136.067
2026-02-02 03:16:19,1769998579,0,0,0,136.351
2026-02-02 03:16:40,1769998600,0,0,0,136.636
2026-02-02 03:16:59,1769998619,0,0,0,136.92
2026-02-02 03:17:20,1769998640,0,0,0,137.205
2026-02-02 03:17:39,1769998659,0,0,0,137.489
2026-02-02 03:18:00,1769998680,0,0,0,137.774
2026-02-02 03:18:19,1769998699,0,0,0,138.058
2026-02-02 03:18:40,1769998720,0,0,0,138.343
2026-02-02 03:18:59,1769998739,0,0,0,138.627
2026-02-02 03:19:20,1769998760,0,0,0,138.912
2026-02-02 03:19:39,1769998779,0,0,0,139.196
2026-02-02 03:20:00,1769998800,0,0,0,139.481
2026-02-02 03:20:20,1769998820,0,0,0,139.765
2026-02-02 03:20:39,1769998839,0,3.0,0,140.049
2026-02-02 03:21:00,1769998860,0,3.0,0,140.334
2026-02-02 03:21:19,1769998879,0,3.0,0,140.618
2026-02-02 03:21:40,1769998900,0,0,0,140.903
2026-02-02 03:21:59,1769998919,0,0,0,141.187
2026-02-02 03:22:20,1769998940,0,0,0,141.472
2026-02-02 03:22:39,1769998959,0,0,0,141.756
2026-02-02 03:23:00,1769998980,0,0,0,142.041
2026-02-02 03:23:19,1769998999,0,0,0,142.325
2026-02-02 03:23:40,1769999020,0,0,0,142.61
2026-02-02 03:23:59,1769999039,0,0,0,142.894
2026-02-02 03:24:20,1769999060,0,0,0,143.179
2026-02-02 03:24:39,1769999079,0,0,0,143.463
2026-02-02 03:25:00,1769999100,0,0,0,143.748
2026-02-02 03:25:19,1769999119,0,0,0,144.032
2026-02-02 03:25:40,1769999140,0,0,0,144.317
2026-02-02 03:25:59,1769999159,0,0,0,144.601
2026-02-02 03:26:20,1769999180,0,0,0,144.886
2026-02-02 03:26:39,1769999199,0,0,0,145.17
2026-02-02 03:27:00,1769999220,0,0,0,145.455
2026-02-02 03:27:19,1769999239,0,0,0,145.739
2026-02-02 03:27:40,1769999260,0,0,0,146.024
2026-02-02 03:28:00,1769999280,0,0,0,146.308
2026-02-02 03:28:19,1769999299,0,0,0,146.592
2026-02-02 03:28:40,1769999320,0,0,0,146.877
2026-02-02 03:28:59,1769999339,0,0,0,147.161
2026-02-02 03:29:20,1769999360,0,0,0,147.446
2026-02-02 03:29:39,1769999379,0,0,0,147.73
2026-02-02 03:30:00,1769999400,0,0,0,148.015
2026-02-02 03:30:19,1769999419,0,0,0,148.299
2026-02-02 03:30:40,1769999440,0,3.0,0,148.584
2026-02-02 03:30:59,1769999459,0,3.0,0,148.868
2026-02-02 03:31:20,1769999480,0,3.0,0,149.153
2026-02-02 03:31:39,1769999499,0,0,0,149.437
2026-02-02 03:32:00,1769999520,0,0,0,149.722
2026-02-02 03:32:19,1769999539,0,0,0,150.006
2026-02-02 03:32:40,1769999560,0,0,0,150.291
2026-02-02 03:32:59,1769999579,0,0,0,150.575
2026-02-02 03:33:20,1769999600,0,0,0,150.86
2026-02-02 03:33:39,1769999619,0,0,0,151.144
2026-02-02 03:34:00,1769999640,0,0,0,151.429
2026-02-02 03:34:19,1769999659,0,0,0,151.713
2026-02-02 03:34:40,1769999680,0,0,0,151.998
2026-02-02 03:34:59,1769999699,0,0,0,152.282
2026-02-02 03:35:19,1769999719,0,0,0,152.566
2026-02-02 03:35:40,1769999740,0,0,0,152.851
2026-02-02 03:35:59,1769999759,0,0,0,153.135
2026-02-02 03:36:20,1769999780,0,0,0,153.42
2026-02-02 03:36:39,1769999799,0,0,0,153.704
2026-02-02 03:37:00,1769999820,0,0,0,153.989
2026-02-02 03:37:19,1769999839,0,0,0,154.273
2026-02-02 03:37:40,1769999860,0,0,0,154.558
2026-02-02 03:37:59,1769999879,0,0,0,154.842
2026-02-02 03:38:20,1769999900,0,0,0,155.127
2026-02-02 03:38:39,1769999919,0,0,0,155.411
2026-02-02 03:39:00,1769999940,0,0,0,155.696
2026-02-02 03:39:19,1769999959,0,0,0,155.98
2026-02-02 03:39:40,1769999980,0,0,0,156.265
2026-02-02 03:39:59,1769999999,0,0,0,156.549
2026-02-02 03:40:20,1770000020,0,0,0,156.834
2026-02-02 03:40:39,1770000039,0,3.0,0,157.118
2026-02-02 03:41:00,1770000060,0,3.0,0,157.403
2026-02-02 03:41:19,1770000079,0,3.0,0,157.687
2026-02-02 03:41:40,1770000100,0,0,0,157.972
2026-02-02 03:41:59,1770000119,0,0,0,158.256
2026-02-02 03:42:20,1770000140,0,0,0,158.541
2026-02-02 03:42:40,1770000160,0,0,0,158.825
2026-02-02 03:42:59,1770000179,0,0,0,159.109
2026-02-02 03:43:20,1770000200,0,0,0,159.394
2026-02-02 03:43:39,1770000219,0,0,0,159.678
2026-02-02 03:44:00,1770000240,0,0,0,159.963
2026-02-02 03:44:19,1770000259,0,0,0,160.247
