datetime,timestamp,active,waiting,active_cancel,waiting_cancel,pixel_x
2026-02-02 01:00:00,1769990400,4.0,0,0,0,20.0
2026-02-02 01:00:19,1769990419,4.0,0,0,0,20.284
2026-02-02 01:00:40,1769990440,4.0,0,0,0,20.569
2026-02-02 01:00:59,1769990459,4.0,0,0,0,20.853
2026-02-02 01:01:20,1769990480,4.0,0,0,0,21.138
2026-02-02 01:01:39,1769990499,4.0,0,0,0,21.422
2026-02-02 01:02:00,1769990520,4.0,0,0,0,21.707
2026-02-02 01:02:19,1769990539,4.0,0,0,0,21.991
2026-02-02 01:02:40,1769990560,4.0,0,0,0,22.276
2026-02-02 01:02:59,1769990579,4.0,0,0,0,22.56
2026-02-02 01:03:20,1769990600,4.0,0,0,0,22.845
2026-02-02 01:03:39,1769990619,2.0,0,0,0,23.129
2026-02-02 01:04:00,1769990640,2.0,0,0,0,23.414
2026-02-02 01:04:19,1769990659,2.0,0,0,0,23.698
2026-02-02 01:04:40,1769990680,2.0,0,0,0,23.983
2026-02-02 01:04:59,1769990699,2.0,0,0,0,24.267
2026-02-02 01:05:20,1769990720,2.0,0,0,0,24.552
2026-02-02 01:05:39,1769990739,2.0,0,0,0,24.836
2026-02-02 01:06:00,1769990760,2.0,0,0,0,25.121
2026-02-02 01:06:19,1769990779,2.0,0,0,0,25.405
2026-02-02 01:06:40,1769990800,2.0,0,0,0,25.69
2026-02-02 01:06:59,1769990819,2.0,0,0,0,25.974
2026-02-02 01:07:20,1769990840,2.0,0,0,0,26.259
2026-02-02 01:07:40,1769990860,2.0,0,0,0,26.543
2026-02-02 01:07:59,1769990879,2.0,0,0,0,26.827
2026-02-02 01:08:20,1769990900,2.0,0,0,0,27.112
2026-02-02 01:08:39,1769990919,2.0,0,0,0,27.396
2026-02-02 01:09:00,1769990940,2.0,0,0,0,27.681
2026-02-02 01:09:19,1769990959,2.0,0,0,0,27.965
2026-02-02 01:09:40,1769990980,2.0,0,0,0,28.25
2026-02-02 01:09:59,1769990999,2.0,0,0,0,28.534
2026-02-02 01:10:20,1769991020,2.0,0,0,0,28.819
2026-02-02 01:10:39,1769991039,2.0,0,0,0,29.103
2026-02-02 01:11:00,1769991060,2.0,0,0,0,29.388
2026-02-02 01:11:19,1769991079,2.0,0,0,0,29.672
2026-02-02 01:11:40,1769991100,2.0,0,0,0,29.957
2026-02-02 01:11:59,1769991119,2.0,0,0,0,30.241
2026-02-02 01:12:20,1769991140,2.0,0,0,0,30.526
2026-02-02 01:12:39,1769991159,2.0,0,0,0,30.81
2026-02-02 01:13:00,1769991180,2.0,0,0,0,31.095
2026-02-02 01:13:19,1769991199,2.0,0,0,0,31.379
2026-02-02 01:13:40,1769991220,2.0,0,0,0,31.664
2026-02-02 01:13:59,1769991239,2.0,0,0,0,31.948
2026-02-02 01:14:20,1769991260,2.0,0,0,0,32.233
2026-02-02 01:14:39,1769991279,2.0,0,0,0,32.517
2026-02-02 01:14:59,1769991299,2.0,0,0,0,32.801
2026-02-02 01:15:20,1769991320,2.0,0,0,0,33.086
2026-02-02 01:15:39,1769991339,2.0,0,0,0,33.37
2026-02-02 01:16:00,1769991360,2.0,0,0,0,33.655
2026-02-02 01:16:19,1769991379,2.0,0,0,0,33.939
2026-02-02 01:16:40,1769991400,2.0,0,0,0,34.224
2026-02-02 01:16:59,1769991419,2.0,0,0,0,34.508
2026-02-02 01:17:20,1769991440,2.0,0,0,0,34.793
2026-02-02 01:17:39,1769991459,2.0,0,0,0,35.077
2026-02-02 01:18:00,1769991480,2.0,0,0,0,35.362
2026-02-02 01:18:19,1769991499,2.0,0,0,0,35.646
2026-02-02 01:18:40,1769991520,2.0,0,0,0,35.931
2026-02-02 01:18:59,1769991539,2.0,0,0,0,36.215
2026-02-02 01:19:20,1769991560,2.0,0,0,0,36.5
2026-02-02 01:19:39,1769991579,2.0,0,0,0,36.784
2026-02-02 01:20:00,1769991600,2.0,0,0,0,37.069
2026-02-02 01:20:19,1769991619,2.0,0,0,0,37.353
2026-02-02 01:20:40,1769991640,2.0,0,0,0,37.638
2026-02-02 01:20:59,1769991659,2.0,0,0,0,37.922
2026-02-02 01:21:20,1769991680,2.0,0,0,0,38.207
2026-02-02 01:21:39,1769991699,2.0,0,0,0,38.491
2026-02-02 01:22:00,1769991720,2.0,0,0,0,38.776
2026-02-02 01:22:20,1769991740,2.0,0,0,0,39.06
2026-02-02 01:22:39,1769991759,2.0,0,0,0,39.344
2026-02-02 01:23:00,1769991780,2.0,0,0,0,39.629
2026-02-02 01:23:19,1769991799,2.0,0,0,0,39.913
2026-02-02 01:23:40,1769991820,2.0,0,0,0,40.198
2026-02-02 01:23:59,1769991839,2.0,0,0,0,40.482
2026-02-02 01:24:20,1769991860,2.0,0,0,0,40.767
2026-02-02 01:24:39,1769991879,2.0,0,0,0,41.051
2026-02-02 01:25:00,1769991900,2.0,0,0,0,41.336
2026-02-02 01:25:19,1769991919,2.0,0,0,0,41.62
2026-02-02 01:25:40,1769991940,2.0,0,0,0,41.905
2026-02-02 01:25:59,1769991959,2.0,0,0,0,42.189
2026-02-02 01:26:20,1769991980,2.0,0,0,0,42.474
2026-02-02 01:26:39,1769991999,2.0,0,0,0,42.758
2026-02-02 01:27:00,1769992020,2.0,0,0,0,43.043
2026-02-02 01:27:19,1769992039,2.0,0,0,0,43.327
2026-02-02 01:27:40,1769992060,2.0,0,0,0,43.612
2026-02-02 01:27:59,1769992079,2.0,0,0,0,43.896
2026-02-02 01:28:20,1769992100,2.0,0,0,0,44.181
2026-02-02 01:28:39,1769992119,2.0,0,0,0,44.465
2026-02-02 01:29:00,1769992140,2.0,0,0,0,44.75
2026-02-02 01:29:19,1769992159,2.0,0,0,0,45.034
2026-02-02 01:29:39,1769992179,2.0,0,0,0,45.318
2026-02-02 01:30:00,1769992200,2.0,0,0,0,45.603
2026-02-02 01:30:19,1769992219,2.0,0,0,0,45.887
2026-02-02 01:30:40,1769992240,2.0,0,0,0,46.172
2026-02-02 01:30:59,1769992259,2.0,0,0,0,46.456
2026-02-02 01:31:20,1769992280,2.0,0,0,0,46.741
2026-02-02 01:31:39,1769992299,2.0,0,0,0,47.025
2026-02-02 01:32:00,1769992320,2.0,0,0,0,47.31
2026-02-02 01:32:19,1769992339,2.0,0,0,0,47.594
2026-02-02 01:32:40,1769992360,2.0,0,0,0,47.879
2026-02-02 01:32:59,1769992379,2.0,0,0,0,48.163
2026-02-02 01:33:20,1769992400,2.0,0,0,0,48.448
2026-02-02 01:33:39,1769992419,2.0,0,0,0,48.732
2026-02-02 01:34:00,1769992440,2.0,0,0,0,49.017
2026-02-02 01:34:19,1769992459,2.0,0,0,0,49.301
2026-02-02 01:34:40,1769992480,2.0,0,0,0,49.586
2026-02-02 01:34:59,1769992499,2.0,0,0,0,49.87
2026-02-02 01:35:20,1769992520,2.0,0,0,0,50.155
2026-02-02 01:35:39,1769992539,2.0,0,0,0,50.439
2026-02-02 01:36:00,1769992560,2.0,0,0,0,50.724
2026-02-02 01:36:19,1769992579,2.0,0,0,0,51.008
2026-02-02 01:36:40,1769992600,2.0,0,0,0,51.293
2026-02-02 01:37:00,1769992620,2.0,0,0,0,51.577
2026-02-02 01:37:19,1769992639,2.0,0,0,0,51.861
2026-02-02 01:37:40,1769992660,2.0,0,0,0,52.146
2026-02-02 01:37:59,1769992679,2.0,0,0,0,52.43
2026-02-02 01:38:20,1769992700,2.0,0,0,0,52.715
2026-02-02 01:38:39,1769992719,2.0,0,0,0,52.999
2026-02-02 01:39:00,1769992740,2.0,0,0,0,53.284
2026-02-02 01:39:19,1769992759,2.0,0,0,0,53.568
2026-02-02 01:39:40,1769992780,2.0,0,0,0,53.853
2026-02-02 01:39:59,1769992799,2.0,0,0,0,54.137
2026-02-02 01:40:20,1769992820,2.0,0,0,0,54.422
2026-02-02 01:40:39,1769992839,2.0,0,0,0,54.706
2026-02-02 01:41:00,1769992860,2.0,0,0,0,54.991
2026-02-02 01:41:19,1769992879,2.0,0,0,0,55.275
2026-02-02 01:41:40,1769992900,2.0,0,0,0,55.56
2026-02-02 01:41:59,1769992919,2.0,0,0,0,55.844
2026-02-02 01:42:20,1769992940,2.0,0,0,0,56.129
2026-02-02 01:42:39,1769992959,2.0,0,0,0,56.413
2026-02-02 01:43:00,1769992980,2.0,0,0,0,56.698
2026-02-02 01:43:19,1769992999,2.0,0,0,0,56.982
2026-02-02 01:43:40,1769993020,2.0,0,0,0,57.267
2026-02-02 01:43:59,1769993039,2.0,0,0,0,57.551
2026-02-02 01:44:19,1769993059,2.0,0,0,0,57.835
2026-02-02 01:44:40,1769993080,2.0,0,0,0,58.12
2026-02-02 01:44:59,1769993099,2.0,0,0,0,58.404
2026-02-02 01:45:20,1769993120,2.0,0,0,0,58.689
2026-02-02 01:45:39,1769993139,2.0,0,0,0,58.973
2026-02-02 01:46:00,1769993160,2.0,0,0,0,59.258
2026-02-02 01:46:19,1769993179,2.0,0,0,0,59.542
2026-02-02 01:46:40,1769993200,2.0,0,0,0,59.827
2026-02-02 01:46:59,1769993219,2.0,0,0,0,60.111
2026-02-02 01:47:20,1769993240,2.0,0,0,0,60.396
2026-02-02 01:47:39,1769993259,2.0,0,0,0,60.68
2026-02-02 01:48:00,1769993280,2.0,0,0,0,60.965
2026-02-02 01:48:19,1769993299,2.0,0,0,0,61.249
2026-02-02 01:48:40,1769993320,2.0,0,0,0,61.534
2026-02-02 01:48:59,1769993339,2.0,0,0,0,61.818
2026-02-02 01:49:20,1769993360,2.0,0,0,0,62.103
2026-02-02 01:49:39,1769993379,2.0,0,0,0,62.387
2026-02-02 01:50:00,1769993400,2.0,0,0,0,62.672
2026-02-02 01:50:19,1769993419,2.0,0,0,0,62.956
2026-02-02 01:50:40,1769993440,2.0,0,0,0,63.241
2026-02-02 01:50:59,1769993459,2.0,0,0,0,63.525
2026-02-02 01:51:20,1769993480,2.0,0,0,0,63.81
2026-02-02 01:51:39,1769993499,2.0,0,0,0,64.094
2026-02-02 01:51:59,1769993519,2.0,0,0,0,64.378
2026-02-02 01:52:20,1769993540,2.0,0,0,0,64.663
2026-02-02 01:52:39,1769993559,2.0,0,0,0,64.947
2026-02-02 01:53:00,1769993580,2.0,0,0,0,65.232
2026-02-02 01:53:19,1769993599,2.0,0,0,0,65.516
2026-02-02 01:53:40,1769993620,2.0,0,0,0,65.801
